TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS
Atlanta Hawks,82,43,39,0.524,48.1,113.9,41.5,88.3,47,12.9,34.4,37.4,18.1,22.3,81.2,10,33.9,44,24.6,11.9,7.2,4.2,4.5,18.7,20.3,1.6,41.9,89,47.1,12.8,35.2,36.4,15.8,19.9,79.2,10.2,33.6,43.9,25.4,12.8,7,4.5,4.2,20.3,18.7,112.4
Boston Celtics,82,51,31,0.622,48.5,111.8,40.7,87.4,46.6,13.2,37.1,35.6,17,20.9,81.6,10.5,35.5,46.1,24.8,13.6,7.2,5.8,4.6,18.5,19.4,7.3,38.3,88.1,43.4,11.8,34.9,33.9,16.1,20.6,78.3,10.5,33.3,43.7,21.6,13.8,7.5,4.6,5.8,19.4,18.5,104.5
Brooklyn Nets,82,44,38,0.537,48.2,112.9,42,88.4,47.5,11.5,31.7,36.1,17.5,21.7,80.5,10.3,34.1,44.4,25.3,14.1,7.1,5.5,4.9,20.4,19.7,0.8,40.7,90.2,45.2,12.5,36.3,34.5,18.1,23,78.8,11.3,32.8,44.1,23.8,13.3,7.9,4.9,5.5,19.7,20.4,112.1
Chicago Bulls,82,46,36,0.561,48.1,111.6,41.7,86.9,48,10.6,28.8,36.9,17.5,21.5,81.3,8.7,33.7,42.3,23.9,12.8,7.1,4.1,5,18.8,18.2,-0.4,41.4,87.4,47.4,11.7,32,36.6,17.4,21.9,79.5,9.3,33.9,43.2,25,13.1,7.1,5,4.1,18.2,18.8,112
Charlotte Hornets,82,43,39,0.524,48.5,115.3,42.8,91.4,46.8,13.9,38.2,36.5,15.8,21.4,74,10.8,33.7,44.6,28.1,13.3,8.6,4.9,4.6,19.9,19.6,0.4,42,90.1,46.6,14,38.7,36.2,16.9,22.1,76.3,11.4,35.6,47,26.5,15,7.5,4.6,4.9,19.6,19.9,114.9
Cleveland Cavaliers,82,44,38,0.537,48.1,107.8,39.7,84.6,46.9,11.6,32.8,35.5,16.8,22.1,76,10.2,34,44.2,25.2,14.4,7.1,4.2,4.6,17.5,20,2.1,39.5,87.2,45.2,11.7,33.2,35.3,15,19.4,77.4,10.5,32.4,42.9,24.1,13.4,8.4,4.6,4.2,20,17.5,105.7
Dallas Mavericks,82,52,30,0.634,48.2,108,39.3,85.1,46.1,13.1,37.4,35,16.4,21.2,77.1,9.3,33.8,43,23.4,12.5,6.7,4,3.7,19.7,20.1,3.3,39,85.4,45.7,10.9,32.1,34,15.8,20.6,76.7,9.5,34.1,43.6,23.5,13.1,7,3.7,4,20.1,19.7,104.7
Denver Nuggets,82,48,34,0.585,48.3,112.7,41.7,86.3,48.3,12.7,35.9,35.3,16.7,21,79.5,9.2,34.9,44.1,27.8,14.5,7.2,3.7,4.8,20,19.9,2.3,41.1,87.4,47,11.8,34.2,34.6,16.5,21.7,75.7,9.7,32.7,42.4,25.4,12.8,7.9,4.8,3.7,19.9,20,110.4
Detroit Pistons,82,23,59,0.28,48.2,104.8,38.2,88.6,43.1,11.3,34.6,32.6,17.2,22,78.2,11,32,43,23.5,14.2,7.7,4.8,5.2,21.9,19.8,-7.7,40.6,86,47.3,11.8,32.5,36.2,19.5,25.1,77.7,10.3,35.9,46.3,25.1,14.6,7.4,5.2,4.8,19.8,21.9,112.5
Golden State Warriors,82,53,29,0.646,48.1,111,40.5,86.4,46.9,14.3,39.4,36.4,15.6,20.3,76.9,9.8,35.7,45.5,27.1,14.9,8.8,4.5,3.9,21,18,5.5,37.9,86.6,43.8,12.2,36,33.9,17.4,22.9,75.9,9.7,33,42.6,22.9,14.5,7.9,3.9,4.5,18,21,105.5
Houston Rockets,82,20,62,0.244,48.2,109.7,39.4,86.4,45.6,13.5,38.7,34.9,17.5,24.5,71.3,9.6,32.4,42,23.6,16.5,7.3,4.7,5.8,20.6,22.1,-8.5,43.4,89.9,48.3,12.8,36.2,35.3,18.5,23.7,78.2,11.2,34.5,45.7,25.6,14.1,9.5,5.8,4.7,22.1,20.6,118.2
Indiana Pacers,82,25,57,0.305,48.5,111.5,41.4,89.5,46.3,12.2,35.4,34.4,16.4,21.4,76.8,11.3,32.6,43.9,25.4,14.4,7.1,5.6,4.9,20.4,19.2,-3.5,42.5,88,48.3,12,32.3,37.2,17.9,22.5,79.7,10.2,33,43.1,25.1,13.3,8.1,4.9,5.6,19.2,20.4,114.9
LA Clippers,82,42,40,0.512,48.2,108.4,40.1,87.4,45.8,12.8,34.2,37.4,15.5,19.6,79.3,9.1,34.9,44,24,13.7,7.4,5,4.1,18.6,18.5,0,40.8,90.6,45,11.7,33.9,34.5,15.2,19.6,77.5,12,35.1,47.1,24.1,13.6,7.7,4.1,5,18.5,18.6,108.4
Los Angeles Lakers,82,33,49,0.402,48.7,112.1,41.6,88.8,46.9,12,34.5,34.7,16.8,23,73.2,9.5,34.5,44,24,14.5,7.6,5.2,4.1,20.2,20.1,-3,42.6,90.5,47,12.6,35.8,35.2,17.4,23.3,74.7,11,35.6,46.6,26.3,14,8.3,4.1,5.2,20.1,20.2,115.1
Memphis Grizzlies,82,56,26,0.683,48.2,115.6,43.5,94.4,46.1,11.5,32.7,35.3,17,23.1,73.4,14.1,35,49.2,26,13.2,9.8,6.5,6,19.8,19.8,5.7,40.3,88.6,45.5,12,34.5,34.9,17.3,22.4,77.1,10,33,43,25,15.1,7.2,6,6.5,19.8,19.8,109.9
Miami Heat,82,53,29,0.646,48.4,110,39.6,84.8,46.7,13.6,35.8,37.9,17.3,21.4,80.8,9.8,33.9,43.7,25.5,14.6,7.4,3.2,4,20.5,20.6,4.5,37.5,84,44.7,13,38.3,33.9,17.5,22.5,77.9,9.5,32.1,41.7,23.3,15,7.4,4,3.2,20.6,20.5,105.6
Milwaukee Bucks,82,51,31,0.622,48.2,115.5,41.8,89.4,46.8,14.1,38.4,36.6,17.8,22.9,77.6,10.2,36.5,46.7,23.9,13.4,7.6,4,4.4,18.2,19.7,3.4,41.4,90.6,45.6,14.5,40.6,35.6,15,19.9,75.1,9.9,34.2,44.1,25.9,13,7.4,4.4,4,19.7,18.2,112.1
Minnesota Timberwolves,82,46,36,0.561,48.2,115.9,41.6,91,45.7,14.8,41.3,35.8,18,23.1,77.8,11.2,32.9,44.2,25.7,14.3,8.8,5.6,4.8,21.8,20.9,2.6,40.2,87.4,46,13.1,37.3,35,19.8,25.4,78,11,34.9,45.9,26.2,16.3,7.2,4.8,5.6,20.9,21.8,113.3
New Orleans Pelicans,82,36,46,0.439,48.2,109.3,40.2,88,45.7,10.6,32.1,33.2,18.3,23.2,78.9,12,33.2,45.2,25,14.1,8.3,4,4.8,19.7,20.5,-1,40.3,85.5,47.1,13,35.5,36.5,16.8,21.4,78.6,9.3,32.5,41.8,24.9,14.2,7.4,4.8,4,20.5,19.7,110.3
New York Knicks,82,37,45,0.451,48.2,106.5,37.7,86.2,43.7,13.2,36.9,35.7,18,24.1,74.4,11.5,34.6,46.1,21.9,13.3,7,4.9,4.6,20.4,20.4,-0.1,38.5,86,44.7,12.7,37,34.2,17,22.3,76.4,9.3,34.3,43.6,24.2,12.7,7,4.6,4.9,20.4,20.4,106.6
Oklahoma City Thunder,82,24,58,0.293,48.3,103.7,38.3,89.1,43,12.1,37.4,32.3,15,19.9,75.6,10.4,35.2,45.6,22.2,14,7.6,4.6,6,18.3,17.8,-8.1,41.4,90.5,45.8,13.6,38.7,35.3,15.3,19.9,77.1,11,37.3,48.4,26.1,13.2,8.5,6,4.6,17.8,18.3,111.8
Orlando Magic,82,22,60,0.268,48.2,104.2,38.3,88.3,43.4,12.2,36.9,33.1,15.5,19.7,78.7,9.1,35.2,44.3,23.7,14.5,6.8,4.5,5.2,19.7,18.3,-8,40.8,89,45.8,13.2,36.3,36.3,17.4,22.6,77.2,10.4,36.8,47.1,24.8,13.2,8,5.2,4.5,18.3,19.7,112.2
Philadelphia 76ers,82,51,31,0.622,48.3,109.9,39.4,84.5,46.6,11.6,31.8,36.4,19.6,23.8,82.1,8.5,33.8,42.3,23.7,12.5,7.7,5.3,4.6,19.4,19.4,2.6,39.7,86.5,45.8,11.4,32.8,34.6,16.6,21.6,76.9,10.2,34,44.2,23.6,13.3,6.6,4.6,5.3,19.4,19.4,107.3
Phoenix Suns,82,64,18,0.78,48.1,114.8,43.7,90.1,48.5,11.6,31.9,36.4,15.9,19.9,79.7,9.8,35.5,45.3,27.4,12.9,8.6,4.4,4,19.9,18.9,7.5,39.2,88.3,44.4,11.6,34.2,34,17.3,22.7,76.1,10.5,33.9,44.5,22.9,14.7,7.5,4,4.4,18.9,19.9,107.3
Portland Trail Blazers,82,27,55,0.329,48.1,106.2,38.5,87.1,44.2,12.7,36.8,34.6,16.4,21.6,76,10.4,32.5,42.9,22.9,14.5,8,4.5,5,21.1,19.4,-8.9,41.1,85.9,47.9,13.8,37.1,37.1,19.1,24.6,77.7,9.8,35,44.7,26.6,14,8.2,5,4.5,19.4,21.1,115.1
Sacramento Kings,82,30,52,0.366,48.3,110.3,40.5,88.1,46,11.4,33.2,34.4,17.9,23.3,76.8,9.6,33.4,42.9,23.7,14.1,7.2,4.5,4.8,18.9,20.3,-5.5,43.4,90.6,47.9,13,34.9,37.2,15.9,20.5,77.6,10.6,35.3,45.8,25.3,13.5,8.1,4.8,4.5,20.3,18.9,115.8
San Antonio Spurs,82,34,48,0.415,48.3,113.2,43.2,92.7,46.7,11.3,32,35.2,15.4,20.4,75.4,11,34.3,45.3,27.9,12.7,7.6,4.9,4.9,18.1,18.9,0.1,42.5,91.2,46.6,12.1,33.6,36,16,20.9,76.7,11.4,35.4,46.8,24,13.8,7.3,4.9,4.9,18.9,18.1,113
Toronto Raptors,82,48,34,0.585,48.4,109.4,40.6,91.3,44.5,11.9,34.2,34.9,16.2,21.3,75.9,13.4,32,45.3,22.1,12.5,9,4.6,5.1,19.6,19.1,2.3,39,84.4,46.2,12.4,34.9,35.4,16.8,21.2,78.9,10.3,33.7,44,25.3,15.8,6.7,5.1,4.6,19.1,19.6,107.1
Utah Jazz,82,49,33,0.598,48.1,113.6,40.6,86.2,47.1,14.5,40.3,36,17.9,23.4,76.7,10.8,35.6,46.3,22.4,14,7.2,4.9,4.3,18.9,20.3,6,40.4,89.2,45.3,12.1,34.6,35,14.6,19.3,75.8,9.9,31.7,41.6,23.4,12,7.8,4.3,4.9,20.3,18.9,107.6
Washington Wizards,82,35,47,0.427,48.4,108.6,40.6,86,47.2,10.5,30.6,34.2,17,21.7,78.3,9,34.1,43.1,25,13.1,6.4,5,4.2,18.8,19.9,-3.4,41.3,88.9,46.4,11.5,31.8,36.1,18,22.3,80.7,10.2,34,44.2,23.7,11.9,7.3,4.2,5,19.9,18.8,112
